100 2500
39 31 80
50 27 90
15 2 87
80 12 91
95 21 100
67 37 65
32 28 51
9 46 50
4 1 79
24 51 77
11 86 89
55 67 52
71 41 69
19 9 55
93 1 62
46 12 98
43 9 53
75 9 95
29 44 51
48 55 91
99 44 99
67 4 78
57 32 74
60 97 96
96 60 82
11 49 78
75 32 74
38 52 70
58 90 70
60 55 83
16 80 95
45 52 72
2 13 57
6 15 68
44 78 50
91 21 85
20 6 92
71 23 82
34 25 69
8 79 79
39 58 87
99 7 70
99 37 95
51 40 88
70 55 57
98 5 78
74 8 75
22 84 80
4 73 96
86 65 64
4 44 78
23 92 52
54 45 81
8 81 72
99 30 71
21 44 70
69 55 76
78 47 63
7 48 76
28 93 76
9 53 50
43 37 100
45 51 81
51 73 83
54 10 100
65 3 96
44 65 70
45 20 66
32 59 66
54 3 88
75 72 67
38 79 93
79 33 65
45 7 92
68 41 62
41 87 89
55 3 71
37 68 62
5 72 71
50 63 58
52 26 77
7 1 94
39 14 58
89 37 96
43 96 62
31 40 70
91 36 55
44 57 80
72 43 88
4 96 56
52 76 69
58 19 63
51 90 72
20 42 100
40 62 96
18 50 69
28 46 90
8 44 72
18 8 68
38 57 78
95 26 63
50 28 58
19 47 62
46 22 57
37 47 70
2 95 69
71 6 95
60 53 57
21 60 89
50 15 83
28 33 64
8 73 72
43 75 82
4 92 97
36 69 50
7 8 78
60 99 53
52 96 72
31 84 57
51 80 81
23 66 59
24 16 58
88 15 66
66 53 63
20 97 87
92 25 54
84 44 90
69 41 64
44 22 51
7 65 57
2 18 75
19 75 70
55 58 65
54 31 89
71 34 80
24 95 96
48 44 88
29 96 64
7 73 89
14 80 56
69 42 97
74 43 81
80 34 61
3 89 73
33 13 63
80 11 54
15 65 54
22 92 57
17 22 92
19 65 72
42 94 67
43 33 95
50 37 97
29 41 70
69 15 69
41 62 56
38 61 86
76 4 91
55 53 78
92 28 60
32 53 89
72 51 53
13 23 66
10 99 91
71 3 52
43 66 58
52 3 64
15 13 85
54 7 59
